,iso_code,date,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Year,Mu
37096,FIN,2020-06-08,Europe,Finland,7001.0,20.0,16.570999999999998,323.0,0.0,0.7140000000000001,1261.814,3.605,2.987,58.215,0.0,0.129,0.69,6.0,1.081,38.0,6.849,,,,,1842.0,212033.0,38.215,0.332,2243.0,0.404,0.006999999999999999,135.4,tests performed,,,,,,,,,,,,,,44.44,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
37208,FIN,2020-09-28,Europe,Finland,9743.0,61.0,99.571,345.0,2.0,0.5710000000000001,1756.014,10.994000000000002,17.945999999999994,62.181,0.36,0.103,1.35,4.0,0.721,22.0,3.965,,,,,11263.0,1102353.0,198.681,2.03,13417.0,2.418,0.006999999999999999,134.7,tests performed,,,,,,,,,,,,,,32.41,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
37222,FIN,2020-10-12,Europe,Finland,12212.0,214.0,215.71400000000003,346.0,0.0,0.0,2201.01,38.57,38.879,62.361,0.0,0.0,1.24,10.0,1.802,46.0,8.291,,,,,13285.0,1293001.0,233.042,2.394,15065.0,2.715,0.014,69.8,tests performed,,,,,,,,,,,,,,36.57,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
37236,FIN,2020-10-26,Europe,Finland,14970.0,122.0,202.143,354.0,1.0,0.429,2698.094,21.988000000000003,36.433,63.803,0.18,0.077,1.08,10.0,1.802,74.0,13.337,,,,,11894.0,1489383.0,268.437,2.144,14081.0,2.5380000000000003,0.014,69.7,tests performed,,,,,,,,,,,,,,36.57,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
37250,FIN,2020-11-09,Europe,Finland,17887.0,90.0,212.429,363.0,1.0,0.5710000000000001,3223.835,16.221,38.287,65.425,0.18,0.103,1.1,13.0,2.343,86.0,15.5,,,,,11753.0,1667450.0,300.53,2.1180000000000003,13026.0,2.3480000000000003,0.016,61.3,tests performed,,,,,,,,,,,,,,40.74,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
37264,FIN,2020-11-23,Europe,Finland,21936.0,297.0,359.571,384.0,9.0,1.857,3953.6,53.529,64.807,69.21,1.622,0.335,1.21,15.0,2.704,120.0,21.628,,,,,14688.0,1866255.0,336.361,2.647,15190.0,2.738,0.024,42.2,tests performed,,,,,,,,,,,,,,42.13,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
37278,FIN,2020-12-07,Europe,Finland,27881.0,250.0,424.143,424.0,9.0,3.571,5025.088,45.058,76.445,76.419,1.622,0.644,1.05,30.0,5.407,223.0,40.192,,,,,15644.0,2132125.0,384.28,2.82,19031.0,3.43,0.022,44.9,tests performed,,,,,,,,,,,,,,52.31,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
37292,FIN,2020-12-21,Europe,Finland,33414.0,252.0,329.1430000000001,506.0,17.0,6.4289999999999985,6022.319,45.419,59.323,91.198,3.064,1.159,0.9,33.0,5.948,281.0,50.646,,,,,15149.0,2376217.0,428.274,2.73,17682.0,3.187,0.019,53.7,tests performed,,,,,,,,,,,,,,52.31,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,,,,,,0.88,0.0,0.0,0.0,0.0,0.0,0.0,2.63,96.49,0.0,111.0,0.0
37306,FIN,2021-01-04,Europe,Finland,36919.0,147.0,254.571,565.0,4.0,2.714,6654.036999999998,26.494,45.882,101.832,0.721,0.489,0.95,31.0,5.5870000000000015,210.0,37.849,,,,,10677.0,2534937.0,456.88,1.924,10242.0,1.846,0.025,40.2,tests performed,3604.0,,,,,459.0,0.06,,,,83.0,,,52.31,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,,,459.0,83.0,,0.68,0.0,0.0,0.0,0.0,0.0,0.0,31.08,68.24,0.0,111.0,0.0
37313,FIN,2021-01-11,Europe,Finland,38790.0,200.0,267.286,597.0,11.0,4.5710000000000015,6991.254,36.047,48.174,107.599,1.983,0.8240000000000001,1.0,32.0,5.767,166.0,29.919,,,,,9375.0,2608740.0,470.182,1.69,10543.0,1.9,0.025,39.4,tests performed,14196.0,,,,,1513.0,0.26,,,,273.0,,,52.31,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,,,1513.0,273.0,,2.42,0.0,0.0,0.0,0.0,0.81,0.0,8.06,88.71,0.0,111.0,0.0
37327,FIN,2021-01-25,Europe,Finland,42772.0,192.0,323.857,655.0,11.0,5.2860000000000005,7708.943,34.605,58.37,118.053,1.983,0.953,1.1,21.0,3.785,131.0,23.611,,,,,11433.0,2778986.0,500.866,2.061,13864.0,2.499,0.023,42.8,tests performed,110651.0,106098.0,4553.0,,,8012.0,1.99,1.91,0.08,,1444.0,,,52.31,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,,,8012.0,1444.0,,1.18,0.13,0.0,0.0,0.0,0.92,0.0,31.5,66.27,0.0,111.0,0.0
37341,FIN,2021-02-08,Europe,Finland,47969.0,353.0,355.286,688.0,0.0,1.571,8645.616,63.622,64.03399999999999,124.001,0.0,0.28300000000000003,1.09,16.0,2.884,125.0,22.529,,,,,14031.0,3004112.0,541.441,2.529,16759.0,3.0210000000000004,0.021,47.2,tests performed,220636.0,170641.0,49995.0,,520.0,8125.0,3.98,3.08,0.9,,1464.0,3583.0,0.065,52.31,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,3583.0,0.065,8125.0,1464.0,520.0,2.82,0.08,0.08,0.0,0.0,0.56,0.0,48.79,47.67,0.0,111.0,0.0
37355,FIN,2021-02-22,Europe,Finland,54132.0,390.0,495.714,733.0,7.0,2.4290000000000003,9756.395,70.291,89.344,132.111,1.262,0.438,1.13,30.0,5.407,170.0,30.64,,,,,21503.0,3255598.0,586.768,3.876,19091.0,3.4410000000000003,0.026,38.5,tests performed,,,,,,12301.0,,,,,2217.0,11302.0,0.204,52.31,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,11302.0,0.204,12301.0,2217.0,,4.91,0.0,0.0,0.0,0.0,0.25,0.0,64.21,30.63,0.0,111.0,0.0
37369,FIN,2021-03-08,Europe,Finland,62522.0,459.0,636.857,774.0,7.0,3.429,11268.553,82.727,114.783,139.501,1.262,0.618,1.08,37.0,6.669,251.0,45.239,,,,,21635.0,3542766.0,638.525,3.899,21670.0,3.906,0.029,34.0,tests performed,566387.0,481577.0,84810.0,,,14264.0,10.21,8.68,1.53,,2571.0,13872.0,0.25,52.31,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,13872.0,0.25,14264.0,2571.0,,9.68,0.0,0.0,0.0,0.0,0.06,0.0,62.79,27.47,0.0,111.0,0.0
37383,FIN,2021-03-22,Europe,Finland,72073.0,430.0,677.0,808.0,3.0,1.143,12989.962,77.5,122.018,145.629,0.541,0.206,0.98,55.0,9.913,306.0,55.151,,,,,18893.0,3837743.0,691.689,3.405,21127.0,3.808,0.032,31.2,tests performed,821334.0,733798.0,87536.0,,1680.0,19650.0,14.8,13.23,1.58,,3542.0,19475.0,0.35100000000000003,52.31,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,19475.0,0.35100000000000003,19650.0,3542.0,1680.0,21.17,0.0,0.0,0.12,0.0,0.0,0.0,64.2,14.51,0.0,111.0,0.0
37397,FIN,2021-04-05,Europe,Finland,79737.0,341.0,473.143,846.0,0.0,3.429,14371.271,61.46,85.27600000000002,152.477,0.0,0.618,0.84,,,,,,,,,10642.0,4093378.0,737.763,1.918,16915.0,3.049,0.028,35.8,tests performed,1063870.0,974153.0,89717.0,,280.0,18802.0,19.17,17.56,1.62,,3389.0,18635.0,0.336,52.31,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,18635.0,0.336,18802.0,3389.0,280.0,26.65,0.0,0.0,0.1,0.0,0.1,0.0,62.82,10.33,0.0,111.0,0.0
37411,FIN,2021-04-19,Europe,Finland,84287.0,156.0,287.0,891.0,4.0,2.4290000000000003,15191.333,28.116,51.727,160.588,0.721,0.438,0.82,34.0,6.127999999999999,166.0,29.919,,,,,18542.0,4339002.0,782.033,3.342,16852.0,3.037,0.017,58.7,tests performed,1444597.0,1321867.0,122730.0,,3949.0,30765.0,26.04,23.82,2.21,,5545.0,26839.0,0.484,52.31,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,26839.0,0.484,30765.0,5545.0,3949.0,25.36,0.0,0.0,0.0,0.0,0.28,0.28,65.81,8.27,0.0,111.0,0.0
37425,FIN,2021-05-03,Europe,Finland,87345.0,117.0,201.143,915.0,1.0,1.286,15742.487,21.087,36.253,164.91400000000004,0.18,0.232,0.88,28.0,5.047,120.0,21.628,,,,,18462.0,4577017.0,824.931,3.327,17513.0,3.156,0.011,87.1,tests performed,1866796.0,1698107.0,168689.0,,3416.0,24779.0,33.65,30.61,3.04,,4466.0,22697.0,0.409,52.31,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,22697.0,0.409,24779.0,4466.0,3416.0,12.36,0.0,0.0,0.37,0.0,0.0,3.87,79.7,3.7,0.0,111.0,0.0
37439,FIN,2021-05-17,Europe,Finland,90249.0,144.0,197.571,933.0,2.0,1.571,16265.885,25.954,35.609,168.158,0.36,0.28300000000000003,0.92,27.0,4.8660000000000005,132.0,23.791,,,,,12120.0,4821236.0,868.948,2.184,16152.0,2.911,0.012,81.8,tests performed,2424693.0,2133397.0,291296.0,,,38419.0,43.7,38.45,5.25,,6924.0,26953.0,0.486,52.31,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,26953.0,0.486,38419.0,6924.0,,6.66,0.0,0.0,0.83,0.0,0.0,12.48,75.21,4.82,0.0,111.0,0.0
37453,FIN,2021-05-31,Europe,Finland,92488.0,56.0,124.143,956.0,8.0,2.4290000000000003,16669.427,10.093,22.375,172.303,1.442,0.438,0.85,17.0,3.064,95.0,17.122,,,,,13266.0,5066137.0,913.087,2.391,17235.0,3.1060000000000003,0.006999999999999999,138.8,tests performed,2942586.0,2456153.0,486433.0,,,32921.0,53.04,44.27,8.77,,5933.0,19734.0,0.35600000000000004,52.31,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,19734.0,0.35600000000000004,32921.0,5933.0,,1.32,0.0,0.57,0.19,0.0,0.0,23.63,71.27,3.02,0.0,111.0,0.0
37467,FIN,2021-06-14,Europe,Finland,93850.0,29.0,81.286,964.0,0.0,0.7140000000000001,16914.905,5.227,14.65,173.745,0.0,0.129,0.92,,,,,,,,,12230.0,5277396.0,951.163,2.204,14092.0,2.54,0.006,173.4,tests performed,3574132.0,2845519.0,728613.0,,17910.0,46834.0,64.42,51.29,13.13,,8441.0,29901.0,0.539,47.69,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,29901.0,0.539,46834.0,8441.0,17910.0,0.34,0.0,0.0,0.0,0.0,0.0,32.99,58.84,6.81,0.0,111.0,0.0
