,iso_code,date,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,Omicron
4041,ARG,2020-08-31,South America,Argentina,417735.0,9309.0,9552.571,8660.0,203.0,184.857,9159.686,204.11900000000003,209.459,189.888,4.4510000000000005,4.053,1.14,,,,,,,,,24343.0,1564956.0,34.315,0.534,24642.0,0.54,0.398,2.5,tests performed,,,,,,,,,,,,,,87.96,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,-469.4,-0.2,16.59,-10.292545318171301,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0
4055,ARG,2020-09-14,South America,Argentina,565446.0,9909.0,11062.714,11667.0,315.0,219.71400000000003,12398.548,217.275,242.572,255.823,6.907,4.8180000000000005,1.06,,,,,,,,,27809.0,1937311.0,42.479,0.61,27476.0,0.602,0.406,2.5,tests performed,,,,,,,,,,,,,,87.96,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0
4069,ARG,2020-09-28,South America,Argentina,723132.0,11807.0,11855.0,16113.0,364.0,375.857,15856.133,258.892,259.945,353.31,7.981,8.241,1.07,,,,,,,,,26780.0,2315469.0,50.771,0.5870000000000001,27294.0,0.598,0.407,2.5,tests performed,,,,,,,,,,,,,,87.96,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
4083,ARG,2020-10-12,South America,Argentina,903730.0,9524.0,13428.857,24186.0,318.0,388.286,19816.11,208.833,294.455,530.327,6.973,8.514,1.04,,,,,,,,,20108.0,2734580.0,59.96100000000001,0.441,30349.0,0.665,0.396,2.5,tests performed,,,,,,,,,,,,,,82.87,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
4097,ARG,2020-10-26,South America,Argentina,1102301.0,11712.0,14234.143,29301.0,405.0,369.286,24170.181,256.809,312.112,642.484,8.88,8.097000000000001,0.95,,,,,,,,,33048.0,3210398.0,70.39399999999998,0.725,33860.0,0.742,0.345,2.9,tests performed,,,,,,,,,,,,,,80.09,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
4111,ARG,2020-11-09,South America,Argentina,1250499.0,8317.0,9624.0,33907.0,347.0,326.286,27419.722,182.367,211.026,743.48,7.609,7.154,0.9,,,,,,,,,27866.0,3620746.0,79.392,0.611,28685.0,0.629,0.28300000000000003,3.5,tests performed,,,,,,,,,,,,,,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,0.0,0.0
4125,ARG,2020-11-23,South America,Argentina,1374631.0,4265.0,8035.286,37122.0,120.0,199.286,30141.568,93.519,176.19,813.975,2.631,4.37,0.86,,,,,,,,,14693.0,3996212.0,87.625,0.322,25853.0,0.5670000000000001,0.232,4.3,tests performed,,,,,,,,,,,,,,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0
4139,ARG,2020-12-07,South America,Argentina,1466309.0,3199.0,5968.0,39888.0,118.0,165.429,32151.793,70.145,130.86,874.625,2.587,3.627,0.86,,,,,,,,,15638.0,4347219.0,95.322,0.343,23766.0,0.521,0.188,5.3,tests performed,,,,,,,,,,,,,,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
4153,ARG,2020-12-21,South America,Argentina,1547138.0,5853.0,6273.714,41997.0,184.0,136.571,33924.133,128.339,137.564,920.869,4.035,2.995,1.06,,,,,,,,,35302.0,4739550.0,103.924,0.774,31451.0,0.69,0.17800000000000002,5.6,tests performed,,,,,,,,,,,,,,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0
4167,ARG,2021-01-04,South America,Argentina,1648940.0,8222.0,8346.714,43634.0,152.0,109.429,36156.348,180.284,183.019,956.764,3.333,2.399,1.21,,,,,,,,,50014.0,5200757.0,114.037,1.097,35532.0,0.779,0.225,4.4,tests performed,39599.0,,,,,6483.0,0.09,,,,142.0,,,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,6483.0,142.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0
4188,ARG,2021-01-25,South America,Argentina,1874801.0,7578.0,9624.714,47034.0,207.0,171.71400000000003,41108.808,166.16299999999995,211.041,1031.316,4.539,3.765,0.93,,,,,,,,,48109.0,6200021.0,135.94799999999998,1.055,45134.0,0.99,0.174,5.7,tests performed,292386.0,260122.0,32264.0,,363.0,9046.0,0.64,0.57,0.07,,198.0,3317.0,0.006999999999999999,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,3317.0,0.006999999999999999,9046.0,198.0,363.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,0.0,0.0
4202,ARG,2021-02-08,South America,Argentina,1985501.0,5154.0,7378.286,49398.0,227.0,164.143,43536.129,113.012,161.784,1083.151,4.977,3.599,0.87,,,,,,,,,50108.0,6848718.0,150.172,1.099,45461.0,0.997,0.13699999999999998,7.3,tests performed,511582.0,322318.0,189264.0,,10430.0,19390.0,1.12,0.71,0.41,,425.0,5820.0,0.013,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,5820.0,0.013,19390.0,425.0,10430.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,53.0,1.0,0.0,0.0
4216,ARG,2021-02-22,South America,Argentina,2069751.0,5417.0,5813.429,51359.0,161.0,147.429,45383.481,118.779,127.471,1126.15,3.53,3.233,0.98,,,,,,,,,50538.0,7478051.0,163.97099999999998,1.108,45764.0,1.003,0.117,8.5,tests performed,722234.0,458822.0,263412.0,,1967.0,16063.0,1.58,1.01,0.58,,352.0,12377.0,0.027000000000000003,77.31,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,12377.0,0.027000000000000003,16063.0,352.0,1967.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0
4230,ARG,2021-03-08,South America,Argentina,2154694.0,5058.0,6095.857,53121.0,241.0,149.143,47246.028,110.907,133.664,1164.785,5.284,3.27,1.04,,,,,,,,,43164.0,8052078.0,176.558,0.946,39536.0,0.867,0.14400000000000002,6.9,tests performed,1546699.0,1202998.0,343701.0,,20621.0,71076.0,3.39,2.64,0.75,,1558.0,63969.0,0.14,71.76,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,63969.0,0.14,71076.0,1558.0,20621.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,5.0,44.0,2.0,0.0,0.0
4244,ARG,2021-03-22,South America,Argentina,2252172.0,6401.0,7183.714,54671.0,126.0,119.286,49383.431,140.355,157.517,1198.772,2.763,2.616,1.15,,,,,,,,,54353.0,8670368.0,190.115,1.192,45738.0,1.003,0.149,6.7,tests performed,3142444.0,2535054.0,607390.0,,22616.0,105464.0,6.89,5.56,1.33,,2313.0,83167.0,0.182,70.37,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,83167.0,0.182,105464.0,2313.0,22616.0,0.0,4.0,22.0,0.0,2.0,0.0,0.0,21.0,110.0,6.0,0.0,0.0
4258,ARG,2021-04-05,South America,Argentina,2407159.0,13667.0,12078.286,56471.0,272.0,122.857,52781.834,299.677,264.841,1238.241,5.964,2.694,1.33,,,,,,,,,83422.0,9445087.0,207.103,1.829,59785.0,1.311,0.233,4.3,tests performed,4260808.0,3576423.0,684385.0,,26303.0,87820.0,9.34,7.84,1.5,,1926.0,85177.0,0.187,71.76,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,85177.0,0.187,87820.0,1926.0,26303.0,0.0,3.0,45.0,0.0,4.0,0.0,0.0,32.0,65.0,23.0,0.0,0.0
4272,ARG,2021-04-19,South America,Argentina,2714475.0,20461.0,23210.857000000004,59476.0,248.0,217.0,59520.36,448.649,508.945,1304.132,5.438,4.758,1.14,,,,,,,,,96137.0,10667610.0,233.909,2.108,87970.0,1.929,0.248,4.0,tests performed,6334554.0,5534225.0,800329.0,,45742.0,134936.0,13.89,12.13,1.75,,2959.0,124734.0,0.274,77.31,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,124734.0,0.274,134936.0,2959.0,45742.0,0.0,6.0,86.0,0.0,1.0,0.0,0.0,35.0,113.0,32.0,0.0,0.0
4286,ARG,2021-05-03,South America,Argentina,3021179.0,15920.0,20214.571,64792.0,540.0,386.429,66245.466,349.0780000000001,443.245,1420.696,11.841,8.472999999999999,0.99,,,,,,,,,91735.0,11797459.0,258.683,2.011,78877.0,1.73,0.237,4.2,tests performed,8039793.0,7051772.0,988021.0,,41891.0,117870.0,17.63,15.46,2.17,,2585.0,101402.0,0.222,77.31,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,101402.0,0.222,117870.0,2585.0,41891.0,1.0,6.0,135.0,0.0,3.0,0.0,1.0,40.0,69.0,59.0,1.0,0.0
4300,ARG,2021-05-17,South America,Argentina,3335965.0,28680.0,24406.286,71027.0,505.0,458.0,73147.786,628.867,535.1569999999998,1557.411,11.073,10.043,1.16,,,,,,,,,114711.0,12965196.0,284.288,2.515,86754.0,1.902,0.273,3.7,tests performed,10002830.0,8050709.0,1952121.0,,75047.0,125724.0,21.93,17.65,4.28,,2757.0,47491.0,0.104,84.26,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,47491.0,0.104,125724.0,2757.0,75047.0,0.0,7.0,172.0,0.0,2.0,1.0,0.0,40.0,41.0,48.0,0.0,0.0
4314,ARG,2021-05-31,South America,Argentina,3781784.0,28175.0,31378.429,78093.0,637.0,516.143,82923.271,617.794,688.0360000000002,1712.3470000000002,13.968,11.317,1.02,,,,,,,,,107238.0,14352937.0,314.717,2.351,97377.0,2.135,0.294,3.4,tests performed,12257297.0,9476406.0,2780891.0,,137396.0,158261.0,26.88,20.78,6.1,,3470.0,105882.0,0.232,81.48,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,105882.0,0.232,158261.0,3470.0,137396.0,0.0,4.0,160.0,0.0,3.0,0.0,0.0,29.0,12.0,64.0,0.0,0.0
4328,ARG,2021-06-14,South America,Argentina,4145482.0,21292.0,23978.286,86029.0,686.0,583.286,90898.086,466.87,525.7719999999998,1886.36,15.042,12.79,0.89,,,,,,,,,105477.0,15664425.0,343.474,2.313,89820.0,1.969,0.238,4.2,tests performed,16382043.0,13043304.0,3338739.0,,95141.0,292268.0,35.92,28.6,7.32,,6409.0,250405.0,0.5489999999999999,77.78,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,250405.0,0.5489999999999999,292268.0,6409.0,95141.0,0.0,1.0,254.0,0.0,2.0,0.0,1.0,31.0,10.0,85.0,0.0,0.0
4342,ARG,2021-06-28,South America,Argentina,4423636.0,18389.0,20891.571,93142.0,574.0,521.714,96997.175,403.216,458.09,2042.327,12.586,11.44,0.94,,,,,,,,,83181.0,16772074.0,367.762,1.824,81817.0,1.794,0.227,4.4,tests performed,19951580.0,15993494.0,3958086.0,,202112.0,250383.0,43.75,35.07,8.68,,5490.0,212669.0,0.466,75.0,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,212669.0,0.466,250383.0,5490.0,202112.0,0.0,1.0,242.0,0.0,1.0,0.0,2.0,32.0,5.0,76.0,0.0,0.0
4356,ARG,2021-07-12,South America,Argentina,4662937.0,14989.0,15741.0,99255.0,474.0,390.571,102244.334,328.664,345.153,2176.367,10.393,8.564,0.91,,,,,,,,,101282.0,17924002.0,393.02,2.221,84725.0,1.858,0.171,5.8,tests performed,24862187.0,19822638.0,5039549.0,,245269.0,345437.0,54.52,43.47,11.05,,7574.0,258671.0,0.5670000000000001,75.0,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,258671.0,0.5670000000000001,345437.0,7574.0,245269.0,0.0,0.0,249.0,0.0,0.0,0.0,19.0,11.0,1.0,57.0,1.0,0.0
4370,ARG,2021-07-26,South America,Argentina,4859170.0,12555.0,12861.143,104105.0,384.0,307.143,106547.14,275.29400000000004,282.007,2282.713,8.42,6.735,0.92,,,,,,,,,107235.0,19142658.0,419.742,2.351,86513.0,1.897,0.139,7.2,tests performed,29880247.0,23857637.0,6022610.0,,157019.0,349959.0,65.52,52.31,13.21,,7674.0,261072.0,0.5720000000000001,75.0,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,261072.0,0.5720000000000001,349959.0,7674.0,157019.0,0.0,0.0,185.0,0.0,0.0,0.0,44.0,14.0,2.0,80.0,1.0,0.0
4384,ARG,2021-08-09,South America,Argentina,5029075.0,10180.0,11720.714,107961.0,502.0,273.714,110272.651,223.217,257.0,2367.263,11.007,6.002000000000002,0.87,,,,,,,,,97644.0,20393606.0,447.171,2.141,92245.0,2.023,0.117,8.5,tests performed,34902791.0,26179454.0,8723337.0,,277865.0,366771.0,76.53,57.4,19.13,,8042.0,143036.0,0.314,75.93,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,143036.0,0.314,366771.0,8042.0,277865.0,0.0,0.0,250.0,0.0,0.0,0.0,86.0,13.0,2.0,89.0,3.0,0.0
4398,ARG,2021-08-23,South America,Argentina,5139966.0,6135.0,7385.0,110609.0,257.0,214.857,112704.161,134.52200000000002,161.931,2425.326,5.635,4.711,0.79,,,,,,,,,104295.0,21581341.0,473.215,2.287,88873.0,1.949,0.07200000000000001,13.9,tests performed,39133726.0,27210308.0,11923418.0,,229637.0,332068.0,85.81,59.66,26.14,,7281.0,80907.0,0.177,75.93,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,80907.0,0.177,332068.0,7281.0,229637.0,0.0,0.0,223.0,0.0,0.0,0.0,84.0,8.0,0.0,103.0,3.0,0.0
4412,ARG,2021-09-06,South America,Argentina,5207695.0,3893.0,4115.143,112673.0,162.0,152.286,114189.256,85.36200000000002,90.233,2470.584,3.552,3.339,0.71,,,,,,,,,86319.0,22695876.0,497.653,1.893,74671.0,1.6369999999999998,0.043,23.3,tests performed,44667497.0,28344998.0,16322499.0,,266060.0,390994.0,97.94,62.15,35.79,,8573.0,78206.0,0.171,75.93,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,78206.0,0.171,390994.0,8573.0,266060.0,0.0,0.0,235.0,0.0,0.0,0.0,86.0,3.0,0.0,79.0,5.0,0.0
4426,ARG,2021-09-20,South America,Argentina,5241394.0,2162.0,2080.429,114518.0,90.0,125.429,114928.175,47.40600000000001,45.618,2511.039,1.973,2.75,0.71,,,,,,,,,61161.0,23453064.0,514.256,1.341,52021.0,1.141,0.027000000000000003,37.0,tests performed,49017568.0,29032591.0,20011380.0,,187362.0,288833.0,107.48,63.66,43.88,,6333.0,44398.0,0.097,75.93,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,44398.0,0.097,288833.0,6333.0,187362.0,0.0,0.0,95.0,0.0,0.0,0.0,112.0,2.0,0.0,50.0,3.0,0.0
4440,ARG,2021-10-04,South America,Argentina,5260719.0,981.0,1254.143,115283.0,38.0,47.0,115351.915,21.51,27.5,2527.813,0.833,1.031,0.75,,,,,,,,,50178.0,24094464.0,528.32,1.1,44343.0,0.972,0.02,50.0,tests performed,52688166.0,29866774.0,22884730.0,,152385.0,254016.0,115.53,65.49,50.18,,5570.0,51683.0,0.113,42.59,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,51683.0,0.113,254016.0,5570.0,152385.0,0.0,0.0,61.0,0.0,0.0,0.0,83.0,1.0,0.0,24.0,2.0,0.0
4454,ARG,2021-10-18,South America,Argentina,5273463.0,912.0,1026.857,115704.0,38.0,30.429,115631.353,19.997,22.516,2537.044,0.833,0.667,1.01,,,,,,,,,53235.0,24644150.0,540.373,1.167,43299.0,0.949,0.021,47.6,tests performed,,,,,,271082.0,,,,,5944.0,165607.0,0.363,42.59,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,165607.0,0.363,271082.0,5944.0,,0.0,0.0,60.0,0.0,0.0,0.0,64.0,2.0,0.0,51.0,0.0,0.0
4468,ARG,2021-11-01,South America,Argentina,5289945.0,1138.0,1194.286,115989.0,39.0,19.714,115992.754,24.953000000000007,26.187,2543.294,0.855,0.4320000000000001,1.03,,,,,,,,,44083.0,25226242.0,553.136,0.967,40277.0,0.883,0.028,35.7,tests performed,60203627.0,34328689.0,25983978.0,,148623.0,296480.0,132.01,75.27,56.98,,6501.0,205396.0,0.45,42.59,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,205396.0,0.45,296480.0,6501.0,148623.0,0.0,0.0,21.0,0.0,0.0,0.0,55.0,1.0,0.0,16.0,0.0,0.0
5884,AUS,2020-05-11,Oceania,Australia,6970.0,22.0,17.570999999999998,97.0,0.0,0.14300000000000002,270.278,0.853,0.6809999999999999,3.761,0.0,0.006,0.79,,,,,,,,,27247.0,855119.0,33.159,1.057,29272.0,1.135,0.001,1665.9,tests performed,,,,,,,,,,,,,,69.44,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0
5898,AUS,2020-05-25,Oceania,Australia,7126.0,12.0,8.286,102.0,0.0,0.429,276.328,0.465,0.321,3.955,0.0,0.017,0.89,,,,,,,,,19405.0,1244200.0,48.247,0.752,26024.0,1.009,0.0,3140.7,tests performed,,,,,,,,,,,,,,65.28,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0
5912,AUS,2020-06-08,Oceania,Australia,7267.0,2.0,6.5710000000000015,102.0,0.0,0.0,281.795,0.078,0.255,3.955,0.0,0.0,0.91,,,,,,,,,16053.0,1633515.0,63.343,0.622,23042.0,0.894,0.0,3506.6,tests performed,,,,,,,,,,,,,,62.04,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0
5926,AUS,2020-06-22,Oceania,Australia,7492.0,18.0,20.714,102.0,0.0,0.0,290.52,0.698,0.8029999999999999,3.955,0.0,0.0,1.64,,,,,,,,,66525.0,2107849.0,81.737,2.58,39957.0,1.5490000000000002,0.001,1929.0,tests performed,,,,,,,,,,,,,,50.46,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0
5940,AUS,2020-07-06,Oceania,Australia,8755.0,172.0,131.571,106.0,0.0,0.28600000000000003,339.496,6.67,5.102,4.11,0.0,0.011,1.82,,,,,,,,,45730.0,2759165.0,106.993,1.773,49067.0,1.903,0.003,372.9,tests performed,,,,,,,,,,,,,,68.98,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0,0.0,0.0,0.0
5954,AUS,2020-07-20,Oceania,Australia,12428.0,359.0,311.0,126.0,3.0,2.571,481.926,13.921,12.06,4.886,0.116,0.1,1.38,,,,,,,,,57962.0,3534425.0,137.056,2.248,59520.0,2.3080000000000003,0.005,191.4,tests performed,,,,,,,,,,,,,,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2733.0,0.0,0.0,0.0
5968,AUS,2020-08-03,Oceania,Australia,18730.0,412.0,489.571,232.0,11.0,9.286,726.301,15.976,18.984,8.996,0.4270000000000001,0.36,1.1,,,,,,,,,40529.0,4386911.0,170.113,1.5719999999999998,57117.0,2.215,0.009000000000000001,116.7,tests performed,,,,,,,,,,,,,,75.46,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4183.0,0.0,0.0,0.0
5982,AUS,2020-08-17,Oceania,Australia,23773.0,215.0,294.286,438.0,17.0,15.286,921.855,8.337,11.412,16.985,0.659,0.593,0.72,,,,,,,,,38539.0,5336097.0,206.92,1.494,59650.0,2.313,0.005,202.7,tests performed,,,,,,,,,,,,,,75.46,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3020.0,0.0,0.0,0.0
5996,AUS,2020-08-31,Oceania,Australia,25819.0,73.0,109.429,657.0,5.0,18.857,1001.194,2.8310000000000004,4.243,25.477,0.194,0.731,0.61,,,,,,,,,46224.0,6214453.0,240.98,1.7919999999999998,65203.0,2.528,0.002,595.8,tests performed,,,,,,,,,,,,,,75.46,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.0,0.0,0.0,0.0
6010,AUS,2020-09-14,Oceania,Australia,26739.0,47.0,52.286,816.0,0.0,6.5710000000000015,1036.869,1.823,2.028,31.642,0.0,0.255,0.58,,,,,,,,,30946.0,7047036.0,273.266,1.2,50515.0,1.959,0.001,966.1,tests performed,,,,,,,,,,,,,,75.46,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0
6024,AUS,2020-09-28,Oceania,Australia,27055.0,11.0,16.143,882.0,7.0,4.0,1049.123,0.4270000000000001,0.626,34.202,0.271,0.155,0.62,,,,,,,,,17099.0,7563322.0,293.286,0.6629999999999999,34805.0,1.35,0.0,2156.0,tests performed,,,,,,,,,,,,,,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0
6038,AUS,2020-10-12,Oceania,Australia,27310.0,25.0,19.571,899.0,1.0,0.5710000000000001,1059.011,0.969,0.759,34.861,0.039,0.022,1.0,,,,,,,,,27447.0,8035558.0,311.598,1.064,34864.0,1.352,0.001,1781.4,tests performed,,,,,,,,,,,,,,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0
6052,AUS,2020-10-26,Oceania,Australia,27539.0,14.0,19.143,905.0,0.0,0.0,1067.891,0.5429999999999999,0.742,35.094,0.0,0.0,0.85,,,,,,,,,31186.0,8567028.0,332.207,1.209,37665.0,1.461,0.001,1967.6,tests performed,,,,,,,,,,,,,,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0
